RESIDENTIAL MANAGEMENT MASTER LIST - RM ONLY,,,,,,,,,,
"March 4, 2026",,,,,,,,,,
PROJECT,FILE#,Unit #,ST. #,STREET,CITY,PM,ACCT,INS,NON-RESIDENT,
35,3592-01,1701,2085,SKYLINE COURT,BBY,AA,Stanley,YES,NO,
35,3594-01,206,618,COMO LAKE AVENUE,COQ,AA,Stanley,YES,NO,
35,3596-01,2401,2085,SKYLINE COURT,BBY,AA,Stanley,YES,NO,
35,3596-02,2403,2085,SKYLINE COURT,BBY,AA,Stanley,YES,NO,
35,3597-01,2404,2085,SKYLINE COURT,BBY,AA,Stanley,YES,NO,
35,3598-01,3106,2085,SKYLINE COURT,BBY,AA,Stanley,YES,NO,
36,3603-01,709,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,YES,
36,3604-01,310,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,YES,
36,3605-01,2606,13438,CENTRAL AVENUE,SRY,KH,Princes,NO,NO,
36,3606-01,1912,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3611-01,2312,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3613-01,1902,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3613-02,3410,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3615-01,2009,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,YES,
36,3619-01,2613,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3620-01,1406,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3627-01,1901,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3631-01,903,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3632-01,2101,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3633-02,901,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,NO,
36,3633-03,1807,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,NO,
36,3633-04,1908,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,NO,
36,3635-01,308,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,NO,
36,3638-01,506,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,NO,
36,3638-02,805,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,NO,
36,3639-01,1003,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,NO,
36,3640-01,2607,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,NO,
36,3642-01,2506,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,YES,
36,3643-01,2802,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,YES,
36,3645-02,3111,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3649-01,2905,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3650-01,906,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,YES,
36,3651-01,1605,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3655-01,2013,13438,CENTRAL AVENUE,SRY,JR,Princes,NO,NO,
36,3658-01,2407,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3659-01,3405,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3660-01,1607,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,YES,
36,3661-01,810,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3663-01,702,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3664-01,603,13438,CENTRAL AVENUE,SRY,JR,Princes,YES,NO,
36,3666-01,TH103,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,"YES, NR6 Effective Jan 2021",
36,3667-01,602,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,NO,
36,3667-02,1206,13438,CENTRAL AVENUE,SRY,KH,Princes,YES,NO,
37,3702-01,3707,1289,HORNBY STREET,VAN,KH,Leuvin ,YES,NO,
37,3703-01,3206,1289,HORNBY STREET,VAN,KH,Leuvin ,YES,NO,
37,3704-01,2101,1289,HORNBY STREET,VAN,KH,Leuvin ,YES,NO,
37,3705-01,3303,1289,HORNBY STREET,VAN,KH,Leuvin ,YES,NO,
37,3706-01,4105,1289,HORNBY STREET,VAN,KH,Leuvin ,YES,NO,
37,3707-01,4006,1289,HORNBY STREET,VAN,KH,Leuvin ,YES,YES,
37,3708-01,4102,1289,HORNBY STREET,VAN,AN,Leuvin ,YES,NO,
37,3709-01,4009,1289,HORNBY STREET,VAN,KH,Leuvin ,YES,NO,
37,3710-01,2111,1289,HORNBY STREET,VAN,AN,Leuvin ,NO,NO,
37,3711-01,2611,1289,HORNBY STREET,VAN,AN,Leuvin ,YES,NO,
37,3712-01,1107,7418,PAULSON STREET,VAN,KH,Leuvin ,YES,NO,
38,3802-01,308,7738,EDMONDS STREET,BBY,AA,Vanessa,YES,YES,
38,3803-01,402,7579,16th STREET,BBY,AA,Vanessa,YES,NO,
38,3804-01,807,2351,BETA AVENUE,BBY,AA,Vanessa,YES,NO,
38,3806-01,908,39,SIXTH STREET,NWEST,JR,Vanessa,NO,YES,
38,3807-01,210,657,WHITING WAY,COQ,AA,Vanessa,YES,NO,
38,3809-01,215,4723,DAWSON STREET,BBY,AA,Vanessa,YES,YES,
38,3810-01,1805,958,RIDGEWAY AVE,COQ,AA,Vanessa,NO,NO,
38,3811-01,606,520,COMO LAKE AVENUE,COQ,AA,Vanessa,YES,NO,
38,3813-01,2607,4485,SKYLINE DRIVE,BBY,AA,Vanessa,NO,NO,
38,3814-01,1206,308,MORRISSEY ROAD,PTMD,AA,Vanessa,YES,NO,
38,3815-01,1606,308,MORRISSEY ROAD,PTMD,AA,Vanessa,YES,NO,
38,3818-01,123,488,FURNESS STREET,NWEST,JR,Vanessa,YES,NO,
38,3819-01,2801,525,FOSTER AVE,COQ,AA,Vanessa,NO,NO,
38,3820-01,902,1196,PIPELINE ROAD,COQ,AA,Vanessa,YES,NO,
38,3821-01,2306,6398,SILVER AVE,BBY,AA,Vanessa,YES,YES,
38,3822-01,1805,6398,SILVER AVE,BBY,AA,Vanessa,YES,YES,
38,3823-01,1205,8725,UNIVERSITY CRESCENT,BBY,AA,Vanessa,NO,NO,
38,3824-01,1607,6398,SILVER AVENUE,BBY,AA,Vanessa,NO,NO,
38,3826-01,305,5460,BROADWAY,BBY,AA,Vanessa,YES,NO,
38,3827-01,TH1,4465,JUNEAU STREET,BBY,AA,Vanessa,YES,NO,
38,3828-01,1704,305,MORRISSEY ROAD,BBY,AA,Vanessa,YES,NO,
38,3832-01,210,85,8TH AVENUE,NWEST,JR,Vanessa,YES,NO,
38,3833-01,307,7599,15TH STREET,BBY,AA,Vanessa,YES,NO,
38,3834-01,1510,908,QUAYSIDE DRIVE,NWEST,JR,Vanessa,YES,NO,
38,3837-01,2504,4485,SKYLINE DRIVE,BBY,AA,Vanessa,NO,NO,
38,3839-01,301,1045,AUSTIN AVENUE,COQ,AA,Vanessa,NO,NO,
38,3840-01,118,4868,BRENTWOOD DRIVE,BBY,AA,Vanessa,NO,NO,
38,3841-01,103,2138,MADISON AVE,BBY,AA,Vanessa,"YES-JUL07,23",NO,
38,3844-01,2003,3809,EVERGREEN PLACE,BBY,AN,Vanessa,NO,NO,
38,3845-01,3103,3809,EVERGREEN PLACE,BBY,AA,Vanessa,YES,NO,
38,3846-01,1410,450,WESTVIEW STREET,COQ,AA,Vanessa,NO,NO,
38,3847-01,2709,3809,EVERGREEN PLACE,BBY,AA,Vanessa,YES,NO,
38,3848-01,1508,3809,EVERGREEN PLACE,BBY,AA,Vanessa,YES,NO,
38,3849-01,HOUSE,1827,SALISBURY AVENUE,POCO,AA,Vanessa,N/A,NO,
38,3850-01,2709,4168,LOUGHEED HWY,BBY,AA,Vanessa,YES,NO,
38,3851-01,208,7090,EDMONDS STREET,BBY,AA,Vanessa,YES,NO,
38,3853-01,1204,4900,LENNOX LANE,BBY,AA,Vanessa,NO,NO,
38,3854-01,4208,3809,EVERGREEN PLACE,BBY,AA,Vanessa,YES,NO,
38,3856-01,109,4155,CENTRAL BLVD,BBY,AA,Vanessa,YES,NO,
38,3857-01,4301,4510,HALIFAX WAY ,BBY,AA,Vanessa,YES,NO,
38,3858-01,403,450,WESTVIEW STREET,COQ,AA,Vanessa,NO,NO,
38,3859-01,505,4488,JUNEAU STREET,COQ,AA,Vanessa,YES,NO,
38,3860-01,1806,6511,SUSSEX AVENUE,BBY,AA,Vanessa,NO,NO,
38,3861-01,3404,1182,WESTWOOD STREET,COQ,AA,Vanessa,NO,NO,
38,3862-01,2006,6511,SUSSEX AVENUE,BBY,AA,Vanessa,YES,NO,
38,3864-01,3303,2008,ROSSER AVENUE,BBY,AA,Vanessa,NO,NO,
38,3865-01,1204,618,CARNARVON STREET,NWEST,JR,Vanessa,YES,NO,
38,3867-01,1404,813,AGNES STREET,NWEST,JR,Vanessa,NO,YES,
38,3869-01,1205,618,CARNARVON STREET,NWEST,JR,Vanessa,NO,NO,
38,3870-01,803,6537,TELFORD AVENUE,BBY,KH,Vanessa,NO,NO,
38,3871-01,501,2232,DOULGAS ROAD,BBY,AA,Vanessa,NO,NO,
38,3872-01,1002,4433,ALASKA STREET,BBY,AA,Vanessa,NO,NO,
38,3873-01,602,4182,DAWSON STREET,BBY,AA,Vanessa,NO,NO,
38,3875-01,3901,1888,GILMORE AVENUE,BBY,AA,Vanessa,NO,NO,
38,3877-01,205,211,12th AVENUE,NWEST,JR,Vanessa,NO,NO,
38,3878-01,4605,2186,GILMORE AVENUE,BBY,AN,Vanessa,YES,YES,
38,3879-01,3411,2186,GILMORE AVENUE,BBY,AA,Vanessa,YES,NO,
38,3880-01,3103,2186,GILMORE AVENUE,BBY,AA,Vanessa,NO,NO,
38,3881-01,2712,2186,GILMORE AVENUE,BBY,AA,Vanessa,YES,NO,
38,3882-01,4705,2186,GILMORE AVENUE,BBY,AA,Vanessa,YES,NO,
38,3883-01,103,648,LEA AVENUE,COQ,AA,Vanessa,YES,NO,
38,3884-01,3703,2186,GILMORE AVENUE,BBY,AA,Vanessa,YES,NO,
38,3885-01,1404,2186,GILMORE AVENUE,BBY,AA,Vanessa,YES,NO,
38,3886-01,618,615,COTTONWOOD AVENUE,COQ,AA,Vanessa,YES,NO,
38,3887-01,522,615,COTTONWOOD AVENUE,COQ,AA,Vanessa,YES,NO,
38,3888-01,2110,908,QUAYSIDE DRIVE,NWEST,JR,Vanessa,NO,NO,
38,3889-01,1004,4788,HAZEL STREET,BBY,AA,Vanessa,YES,NO,
38,3890-01,1901,4168,LOUGHEED HWY,BBY,AA,Vanessa,YES,NO,
38,3891-01,4709,2186,GILMORE AVENUE,BBY,AA,Vanessa,YES,NO,
38,3892-01,1406,6511,SUSSEX AVENUE,BBY,AN,Vanessa,NO,NO,
38,3893-01,2208,4168,LOUGHEED HWY,BBY,AA,Vanessa,NO,NO,
38,3894-01,3510,4168,LOUGHEED HWY,BBY,AA,Vanessa,NO,NO,
38,3895-01,3209,4168,LOUGHEED HWY,BBY,AA,Vanessa,YES,NO,
38,3896-01,1309,4168,LOUGHEED HWY,BBY,KH,Vanessa,YES,NO,
38,3897-01,2105,530,WHITING WAY,COQ,AA,Vanessa,YES,NO,
38,3898-01,3501,4168,LOUGHEED HWY,BBY,AA,Vanessa,NO,NO,
38,3899-01,1705,680,QUAYSIDE DRIVE,NWEST,JR,Vanessa,YES,NO,
39,3901-01,303,277,WEST 1ST STREET,NVAN,AN,Leuvin ,YES,YES,
39,3902-01,302,275,WEST 2ND STREET,NVAN,AN,Leuvin ,YES,NO,
39,3903-01,2304,4900,LENNOX LANE,BBY,AN,Leuvin ,NO,NO,
39,3904-01,1507,2108,GILMORE AVE,BBY,AA,Leuvin ,YES,NO,
39,3905-01,1401,4168,LOUGHEED HWY,BBY,AA,Leuvin ,YES,NO,
39,3906-01,2906,4168,LOUGHEED HWY,BBY,AA,Leuvin ,NO,NO,
39,3907-01,3310,3833,EVERGREEN PLACE,BBY,AA,Leuvin ,YES,YES,
39,3908-01,3705,2108,GILMORE AVENUE,BBY,AA,Leuvin ,YES,NO,
39,3909-01,2812,2108,GILMORE AVENUE,BBY,AA,Leuvin ,YES,NO,
39,3910-01,809,2108,GILMORE AVENUE,BBY,AA,Leuvin,YES,NO,
39,3911-01,3902,2108,GILMORE AVENUE,BBY,AA,Leuvin,YES,NO,
39,3912-01,702,172,Victory Ship Way ,NVAN,AN,Leuvin,YES,NO,
39,3913-01,3805,2108,GILMORE AVENUE,BBY,AA,Leuvin,YES,NO,
39,3915-01,4306,2108,GILMORE AVENUE,BBY,AA,Leuvin,YES,NO,
39,3916-01,409,4488,JUNEAU STREET,BBY,AN,Leuvin,NO,NO,
39,3917-01,301,301,CAPILANO ROAD,PMDY,AA,Leuvin,YES,NO,
39,3918-01,4701,2108,GILMORE AVENUE,BBY,AA,Leuvin,YES,NO,
39,3919-01,119,741,ANSKAR COURT,COQ,AA,Leuvin,NO,NO,
39,3920-01,113,7599,15TH STREET,BBY,AA,Leuvin,YES,YES,
39,3921-01,,5538,BROADWAY,BBY,AA,Leuvin,YES,NO,
39,3922-01,3008,6098,Station Street,BBY,KH,Leuvin,YES,NO,
39,3923-01,2302,4485,SKYLINE DRIVE,BBY,AA,Leuvin,NO,NO,
39,3924-01,907,5987,WILSON AVENUE,BBY,AA,Leuvin,NO,NO,
39,3925-01,1105,4433,ALASKA STREET,BBY,AA,Leuvin,NO,NO,
39,3926-01,1001,5987,WILSON AVENUE,BBY,AA,Leuvin,NO,YES,
39,3927-01,2205,6537,TELFORD AVENUE,BBY,AA,Leuvin,NO,NO,
39,3928-01,410,5987,WILSON AVENUE,BBY,AA,Leuvin,YES,NO,
39,3929-01,511,9228,SLOPES MEWS,BBY,AA,Leuvin,NO,NO,
39,3930-01,707,2200,DOUGLAS ROAD,BBY,AA,Leuvin,NO,NO,
39,3931-01,210,3938,ROYAL OAK AVENUE,BBY,AA,Leuvin,NO,NO,
39,3932-01,1704,2085,SKYLINE COURT,BBY,AA,Leuvin,YES,NO,
39,3933-01,412,209,LEBLEU STREET,COQ,AA,Leuvin,YES,NO,
39,3934-01,305,4488,JUNEAU STREET,BBY,AA,Leuvin,NO,NO,
39,3935-01,223,618,LANGSIDE AVENUE ,COQ,AA,Leuvin,NO,NO,
39,3936-01,410,2408,GRANT STREET,VAN,JR,Leuvin,NO,NO,
39,3937-01,402,6699,DUNBLANE AVENUE,BBY,AA,Leuvin,NO,NO,
39,3938-01,406,4223,HASTINGS STREET,BBY,AA,Leuvin,NO,NO,
39,3939-01,1806,4485,SKYLINE DRIVE,BBY,AA,Leuvin,NO,NO,
39,3940-01,101,3281,EAST KENT AVENUE NORTH,VAN,AA,Leuvin,NO,NO,
39,3941-01,323,2450,GARDEN DRIVE,VAN,JR,Leuvin,NO,NO,
39,3942-01,1107,2689,KINGSWAY,VAN,AN,Leuvin,NO,NO,
39,3943-01,304,422,3RD STREET EAST,VAN,AN,Leuvin,NO,NO,
39,3944-01,519,423,MCBAY LANE,COQ,AA,Leuvin,NO,NO,
39,3945-01,3801,720,FARROW STREET,COQ,KH,Leuvin,YES,NO,
39,3946-01,3402,3833,EVERGREEN PLACE,BBY,AA,Leuvin,NO,NO,
39,3947-01,209,2002,ST GEORGE STREET,PMDY,AA,Leuvin,NO,NO,
40,4001-01,2206,4485,SKYLINE DRIVE,BBY,AA,Vanessa,YES,NO,
40,4002-01,403,600,ROCHESTER,VAN,AA,Vanessa,YES,NO,
40,4003-01,1102,1251,CARDERO STREET,VAN,JR,Vanessa,NO,NO,
40,4004-01,2108,680,QUAYSIDE DRIVE,NWEST,JR,Vanessa,NO,NO,
40,4005-01,309,2020,WEST 12th AVE,VAN,KH,Vanessa,NO,NO,
40,4006-01,1410,5987,WILSON AVENUE,BBY,AA,Vanessa,YES,NO,
40,4007-01,224,2450,GARDEN DRIVE,VAN,JR,Vanessa,YES,NO,
40,4008-01,906,570,EMERSON STREET,COQ,AA,Vanessa,YES,NO,
40,4009-01,102,618,WEST 45 AVE,VAN,KH,Vanessa,YES,NO,
40,4010-01,1506,1188,PINETREE WAY,COQ,AA,Vanessa,NO,NO,
40,4011-01,206,6198,ASH STREET,VAN,JR,Vanessa,NO,NO,
40,4012-01,511,2471,ST GEORGE STREET,VAN,JR,Vanessa,YES,NO,
40,4013-01,409,629,COTTONWOOD AVENUE,COQ,AA,Vanessa,YES,NO,
40,4014-01,2207,898,CARNARVON STREET,NWEST,BW,Vanessa,NO,NO,
